codigo,geocodigo,municipio,uf
210598,2105989,Lajeado Novo,MA
291890,2918902,Lajedão,BA
291900,2919009,Lajedinho,BA
260880,2608800,Lajedo,PE
291905,2919058,Lajedo do Tabocal,BA
240670,2406700,Lajes,RN
240680,2406809,Lajes Pintadas,RN
313770,3137700,Lajinha,MG
291910,2919108,Lamarão,BA
313780,3137809,Lambari,MG
510523,5105234,Lambari D'Oeste,MT
313790,3137908,Lamim,MG
220560,2205607,Landri Sales,PI
411320,4113205,Lapa,PR
291915,2919157,Lapão,BA
320316,3203163,Laranja da Terra,ES
313800,3138005,Laranjal,MG
411325,4113254,Laranjal,PR
160027,1600279,Laranjal do Jari,AP
352640,3526407,Laranjal Paulista,SP
280360,2803609,Laranjeiras,SE
411330,4113304,Laranjeiras do Sul,PR
313810,3138104,Lassance,MG
250840,2508406,Lastro,PB
420950,4209508,Laurentino,SC
291920,2919207,Lauro de Freitas,BA
420960,4209607,Lauro Muller,SC
171215,1712157,Lavandeira,TO
352650,3526506,Lavínia,SP
313820,3138203,Lavras,MG
230750,2307502,Lavras da Mangabeira,CE
431150,4311502,Lavras do Sul,RS
352660,3526605,Lavrinhas,SP
313830,3138302,Leandro Ferreira,MG
420970,4209706,Lebon Régis,SC
352670,3526704,Leme,SP
313835,3138351,Leme do Prado,MG
291930,2919306,Lençóis,BA
352680,3526803,Lençóis Paulista,SP
420980,4209805,Leoberto Leal,SC
313840,3138401,Leopoldina,MG
521230,5212303,Leopoldo de Bulhões,GO
411340,4113403,Leópolis,PR
431160,4311601,Liberato Salzano,RS
313850,3138500,Liberdade,MG
291940,2919405,Licínio de Almeida,BA
411342,4113429,Lidianópolis,PR
210600,2106003,Lima Campos,MA
313860,3138609,Lima Duarte,MG
352690,3526902,Limeira,SP
313862,3138625,Limeira do Oeste,MG
260890,2608909,Limoeiro,PE
270420,2704203,Limoeiro de Anadia,AL
150400,1504000,Limoeiro do Ajuru,PA
230760,2307601,Limoeiro do Norte,CE
411345,4113452,Lindoeste,PR
352700,3527009,Lindóia,SP
420985,4209854,Lindóia do Sul,SC
431162,4311627,Lindolfo Collor,RS
431164,4311643,Linha Nova,RS
320320,3203205,Linhares,ES
352710,3527108,Lins,SP
250850,2508505,Livramento,PB
291950,2919504,Livramento de Nossa Senhora,BA
171240,1712405,Lizarda,TO
411350,4113502,Loanda,PR
411360,4113601,Lobato,PR
250855,2508554,Logradouro,PB
411370,4113700,Londrina,PR
313865,3138658,Lontra,MG
420990,4209904,Lontras,SC
352720,3527207,Lorena,SP
210610,2106102,Loreto,MA
352725,3527256,Lourdes,SP
352730,3527306,Louveira,SP
510525,5105259,Lucas do Rio Verde,MT
352740,3527405,Lucélia,SP
250860,2508604,Lucena,PB
352750,3527504,Lucianópolis,SP
510530,5105309,Luciara,MT
240690,2406908,Lucrécia,RN
352760,3527603,Luís Antônio,SP
220570,2205706,Luís Correia,PI
210620,2106201,Luís Domingues,MA
291955,2919553,Luís Eduardo Magalhães,BA
240700,2407005,Luís Gomes,RN
313867,3138674,Luisburgo,MG
313868,3138682,Luislândia,MG
421000,4210001,Luiz Alves,SC
411373,4113734,Luiziana,PR
352770,3527702,Luiziânia,SP
313870,3138708,Luminárias,MG
411375,4113759,Lunardelli,PR
352780,3527801,Lupércio,SP
411380,4113809,Lupionópolis,PR
352790,3527900,Lutécia,SP
313880,3138807,Luz,MG
421003,4210035,Luzerna,SC
521250,5212501,Luziânia,GO
220580,2205805,Luzilândia,PI
171245,1712454,Luzinópolis,TO
330240,3302403,Macaé,RJ
240710,2407104,Macaíba,RN
291960,2919603,Macajuba,BA
431171,4311718,Maçambará,RS
280370,2803708,Macambira,SE
160030,1600303,Macapá,AP
260900,2609006,Macaparana,PE
291970,2919702,Macarani,BA
352800,3528007,Macatuba,SP
240720,2407203,Macau,RN
352810,3528106,Macaubal,SP
291980,2919801,Macaúbas,BA
352820,3528205,Macedônia,SP
270430,2704302,Maceió,AL
313890,3138906,Machacalis,MG
431170,4311700,Machadinho,RS
110013,1100130,Machadinho D'Oeste,RO
313900,3139003,Machado,MG
260910,2609105,Machados,PE
421005,4210050,Macieira,SC
330245,3302452,Macuco,RJ
291990,2919900,Macururé,BA
230763,2307635,Madalena,CE
220585,2205854,Madeiro,PI
291992,2919926,Madre de Deus,BA
313910,3139102,Madre de Deus de Minas,MG
250870,2508703,Mãe d'Água,PB
150405,1504059,Mãe do Rio,PA
291995,2919959,Maetinga,BA
421010,4210100,Mafra,SC
150410,1504109,Magalhães Barata,PA
210630,2106300,Magalhães de Almeida,MA
352830,3528304,Magda,SP
330250,3302502,Magé,RJ
292000,2920007,Maiquinique,BA
292010,2920106,Mairi,BA
352840,3528403,Mairinque,SP
352850,3528502,Mairiporã,SP
521260,5212600,Mairipotaba,GO
421020,4210209,Major Gercino,SC
270440,2704401,Major Isidoro,AL
240725,2407252,Major Sales,RN
421030,4210308,Major Vieira,SC
313920,3139201,Malacacheta,MG
292020,2920205,Malhada,BA
292030,2920304,Malhada de Pedras,BA
280380,2803807,Malhada dos Bois,SE
280390,2803906,Malhador,SE
411390,4113908,Mallet,PR
250880,2508802,Malta,PB
250890,2508901,Mamanguape,PB
521270,5212709,Mambaí,GO
411400,4114005,Mamborê,PR
313925,3139250,Mamonas,MG
431173,4311734,Mampituba,RS
130250,1302504,Manacapuru,AM
250900,2509008,Manaíra,PB
130255,1302553,Manaquiri,AM
260915,2609154,Manari,PE
130260,1302603,Manaus,AM
120033,1200336,Mâncio Lima,AC
411410,4114104,Mandaguaçu,PR
411420,4114203,Mandaguari,PR
411430,4114302,Mandirituba,PR
352860,3528601,Manduri,SP
411435,4114351,Manfrinópolis,PR
313930,3139300,Manga,MG
330260,3302601,Mangaratiba,RJ
411440,4114401,Mangueirinha,PR
313940,3139409,Manhuaçu,MG
313950,3139508,Manhumirim,MG
130270,1302702,Manicoré,AM
220590,2205904,Manoel Emídio,PI
411450,4114500,Manoel Ribas,PR
120034,1200344,Manoel Urbano,AC
431175,4311759,Manoel Viana,RS
292040,2920403,Manoel Vitorino,BA
292045,2920452,Mansidão,BA
313960,3139607,Mantena,MG
320330,3203304,Mantenópolis,ES
431177,4311775,Maquiné,RS
313980,3139805,Mar de Espanha,MG
270490,2704906,Mar Vermelho,AL
521280,5212808,Mara Rosa,GO
130280,1302801,Maraã,AM
150420,1504208,Marabá,PA
352870,3528700,Marabá Paulista,SP
210632,2106326,Maracaçumé,MA
352880,3528809,Maracaí,SP
421040,4210407,Maracajá,SC
500540,5005400,Maracaju,MS
150430,1504307,Maracanã,PA
230765,2307650,Maracanaú,CE
292050,2920502,Maracás,BA
270450,2704500,Maragogi,AL
292060,2920601,Maragogipe,BA
260920,2609204,Maraial,PE
210635,2106359,Marajá do Sena,MA
230770,2307700,Maranguape,CE
210637,2106375,Maranhãozinho,MA
150440,1504406,Marapanim,PA
352885,3528858,Marapoama,SP
431179,4311791,Maratá,RS
320332,3203320,Marataízes,ES
431180,4311809,Marau,RS
292070,2920700,Maraú,BA
270460,2704609,Maravilha,AL
421050,4210506,Maravilha,SC
313970,3139706,Maravilhas,MG
250905,2509057,Marcação,PB
510558,5105580,Marcelândia,MT
431190,4311908,Marcelino Ramos,RS
240730,2407302,Marcelino Vieira,RN
292080,2920809,Marcionílio Souza,BA
230780,2307809,Marco,CE
220595,2205953,Marcolândia,PI
220600,2206001,Marcos Parente,PI
411460,4114609,Marechal Cândido Rondon,PR
270470,2704708,Marechal Deodoro,AL
320334,3203346,Marechal Floriano,ES
120035,1200351,Marechal Thaumaturgo,AC
421055,4210555,Marema,SC
250910,2509107,Mari,PB
313990,3139904,Maria da Fé,MG
411470,4114708,Maria Helena,PR
411480,4114807,Marialva,PR
314000,3140001,Mariana,MG
431198,4311981,Mariana Pimentel,RS
431200,4312005,Mariano Moro,RS
171250,1712504,Marianópolis do Tocantins,TO
352890,3528908,Mariápolis,SP
270480,2704807,Maribondo,AL
330270,3302700,Maricá,RJ
314010,3140100,Marilac,MG
320335,3203353,Marilândia,ES
411490,4114906,Marilândia do Sul,PR
411500,4115002,Marilena,PR
352900,3529005,Marília,SP
411510,4115101,Mariluz,PR
411520,4115200,Maringá,PR
352910,3529104,Marinópolis,SP
314015,3140159,Mário Campos,MG
411530,4115309,Mariópolis,PR
411535,4115358,Maripá,PR
314020,3140209,Maripá de Minas,MG
150442,1504422,Marituba,PA
250915,2509156,Marizópolis,PB
314030,3140308,Marliéria,MG
411540,4115408,Marmeleiro,PR
314040,3140407,Marmelópolis,MG
431205,4312054,Marques de Souza,RS
411545,4115457,Marquinho,PR
314050,3140506,Martinho Campos,MG
230790,2307908,Martinópole,CE
352920,3529203,Martinópolis,SP
240740,2407401,Martins,RN
314053,3140530,Martins Soares,MG
280400,2804003,Maruim,SE
411550,4115507,Marumbi,PR
521290,5212907,Marzagão,GO
292090,2920908,Mascote,BA
230800,2308005,Massapê,CE
220605,2206050,Massapê do Piauí,PI
250920,2509206,Massaranduba,PB
421060,4210605,Massaranduba,SC
431210,4312104,Mata,RS
292100,2921005,Mata de São João,BA
270500,2705002,Mata Grande,AL
210640,2106409,Mata Roma,MA
314055,3140555,Mata Verde,MG
352930,3529302,Matão,SP
250930,2509305,Mataraca,PB
171270,1712702,Mateiros,TO
411560,4115606,Matelândia,PR
314060,3140605,Materlândia,MG
314070,3140704,Mateus Leme,MG
317150,3171501,Mathias Lobato,MG
314080,3140803,Matias Barbosa,MG
314085,3140852,Matias Cardoso,MG
220610,2206100,Matias Olímpio,PI
292105,2921054,Matina,BA
210650,2106508,Matinha,MA
250933,2509339,Matinhas,PB
411570,4115705,Matinhos,PR
314090,3140902,Matipó,MG
431213,4312138,Mato Castelhano,RS
250937,2509370,Mato Grosso,PB
431215,4312153,Mato Leitão,RS
431217,4312179,Mato Queimado,RS
411573,4115739,Mato Rico,PR
314100,3141009,Mato Verde,MG
210660,2106607,Matões,MA
210663,2106631,Matões do Norte,MA
421070,4210704,Matos Costa,SC
314110,3141108,Matozinhos,MG
521295,5212956,Matrinchã,GO
270510,2705101,Matriz de Camaragibe,AL
510560,5105606,Matupá,MT
250939,2509396,Maturéia,PB
314120,3141207,Matutina,MG
352940,3529401,Mauá,SP
411575,4115754,Mauá da Serra,PR
130290,1302900,Maués,AM
521300,5213004,Maurilândia,GO
171280,1712801,Maurilândia do Tocantins,TO
230810,2308104,Mauriti,CE
240750,2407500,Maxaranguape,RN
431220,4312203,Maximiliano de Almeida,RS
160040,1600402,Mazagão,AP
314130,3141306,Medeiros,MG
292110,2921104,Medeiros Neto,BA
411580,4115804,Medianeira,PR
150445,1504455,Medicilândia,PA
314140,3141405,Medina,MG
421080,4210803,Meleiro,SC
150450,1504505,Melgaço,PA
330280,3302809,Mendes,RJ
314150,3141504,Mendes Pimentel,MG
352950,3529500,Mendonça,SP
411585,4115853,Mercedes,PR
314160,3141603,Mercês,MG
352960,3529609,Meridiano,SP
230820,2308203,Meruoca,CE
352965,3529658,Mesópolis,SP
330285,3302858,Mesquita,RJ
314170,3141702,Mesquita,MG
270520,2705200,Messias,AL
240760,2407609,Messias Targino,RN
220620,2206209,Miguel Alves,PI
292120,2921203,Miguel Calmon,BA
220630,2206308,Miguel Leão,PI
330290,3302908,Miguel Pereira,RJ
352970,3529708,Miguelópolis,SP
230830,2308302,Milagres,CE
292130,2921302,Milagres,BA
210667,2106672,Milagres do Maranhão,MA
230835,2308351,Milhã,CE
220635,2206357,Milton Brandão,PI
521305,5213053,Mimoso de Goiás,GO
320340,3203403,Mimoso do Sul,ES
521308,5213087,Minaçu,GO
270530,2705309,Minador do Negrão,AL
431225,4312252,Minas do Leão,RS
314180,3141801,Minas Novas,MG
314190,3141900,Minduri,MG
521310,5213103,Mineiros,GO
352980,3529807,Mineiros do Tietê,SP
110120,1101203,Ministro Andreazza,RO
353000,3530003,Mira Estrela,SP
314200,3142007,Mirabela,MG
352990,3529906,Miracatu,SP
330300,3303005,Miracema,RJ
171320,1713205,Miracema do Tocantins,TO
210670,2106706,Mirador,MA
411590,4115903,Mirador,PR
314210,3142106,Miradouro,MG
431230,4312302,Miraguaí,RS
314220,3142205,Miraí,MG
230837,2308377,Miraíma,CE
500560,5005608,Miranda,MS
210675,2106755,Miranda do Norte,MA
260930,2609303,Mirandiba,PE
353010,3530102,Mirandópolis,SP
292140,2921401,Mirangaba,BA
171330,1713304,Miranorte,TO
292145,2921450,Mirante,BA
110130,1101302,Mirante da Serra,RO
353020,3530201,Mirante do Paranapanema,SP
411600,4116000,Miraselva,PR
353030,3530300,Mirassol,SP
510562,5105622,Mirassol d'Oeste,MT
353040,3530409,Mirassolândia,SP
314225,3142254,Miravânia,MG
421085,4210852,Mirim Doce,SC
210680,2106805,Mirinzal,MA
411605,4116059,Missal,PR
230840,2308401,Missão Velha,CE
150460,1504604,Mocajuba,PA
353050,3530508,Mococa,SP
421090,4210902,Modelo,SC
314230,3142304,Moeda,MG
314240,3142403,Moema,MG
250940,2509404,Mogeiro,PB
353060,3530607,Mogi das Cruzes,SP
353070,3530706,Mogi Guaçu,SP
353080,3530805,Mogi Mirim,SP
521340,5213400,Moiporá,GO
280410,2804102,Moita Bonita,SE
150470,1504703,Moju,PA
150475,1504752,Mojuí dos Campos,PA
230850,2308500,Mombaça,CE
353090,3530904,Mombuca,SP
210690,2106904,Monção,MA
353100,3531001,Monções,SP
421100,4211009,Mondaí,SC
353110,3531100,Mongaguá,SP
314250,3142502,Monjolos,MG
220640,2206407,Monsenhor Gil,PI
220650,2206506,Monsenhor Hipólito,PI
314260,3142601,Monsenhor Paulo,MG
230860,2308609,Monsenhor Tabosa,CE
250950,2509503,Montadas,PB
314270,3142700,Montalvânia,MG
320350,3203502,Montanha,ES
240770,2407708,Montanhas,RN
431235,4312351,Montauri,RS
150480,1504802,Monte Alegre,PA
240780,2407807,Monte Alegre,RN
521350,5213509,Monte Alegre de Goiás,GO
314280,3142809,Monte Alegre de Minas,MG
280420,2804201,Monte Alegre de Sergipe,SE
220660,2206605,Monte Alegre do Piauí,PI
353120,3531209,Monte Alegre do Sul,SP
431237,4312377,Monte Alegre dos Campos,RS
353130,3531308,Monte Alto,SP
353140,3531407,Monte Aprazível,SP
314290,3142908,Monte Azul,MG
353150,3531506,Monte Azul Paulista,SP
314300,3143005,Monte Belo,MG
431238,4312385,Monte Belo do Sul,RS
421105,4211058,Monte Carlo,SC
314310,3143104,Monte Carmelo,MG
421110,4211108,Monte Castelo,SC
353160,3531605,Monte Castelo,SP
240790,2407906,Monte das Gameleiras,RN
171360,1713601,Monte do Carmo,TO
314315,3143153,Monte Formoso,MG
250960,2509602,Monte Horebe,PB
353180,3531803,Monte Mor,SP
110140,1101401,Monte Negro,RO
292150,2921500,Monte Santo,BA
314320,3143203,Monte Santo de Minas,MG
171370,1713700,Monte Santo do Tocantins,TO
314340,3143401,Monte Sião,MG
250970,2509701,Monteiro,PB
353170,3531704,Monteiro Lobato,SP
270540,2705408,Monteirópolis,AL
431240,4312401,Montenegro,RS
210700,2107001,Montes Altos,MA
314330,3143302,Montes Claros,MG
521370,5213707,Montes Claros de Goiás,GO
314345,3143450,Montezuma,MG
521375,5213756,Montividiu,GO
521377,5213772,Montividiu do Norte,GO
230870,2308708,Morada Nova,CE
314350,3143500,Morada Nova de Minas,MG
230880,2308807,Moraújo,CE
261430,2614303,Moreilândia,PE
411610,4116109,Moreira Sales,PR
260940,2609402,Moreno,PE
431242,4312427,Mormaço,RS
292160,2921609,Morpará,BA
411620,4116208,Morretes,PR
521380,5213806,Morrinhos,GO
230890,2308906,Morrinhos,CE
431244,4312443,Morrinhos do Sul,RS
353190,3531902,Morro Agudo,SP
521385,5213855,Morro Agudo de Goiás,GO
220665,2206654,Morro Cabeça no Tempo,PI
421120,4211207,Morro da Fumaça,SC
314360,3143609,Morro da Garça,MG
292170,2921708,Morro do Chapéu,BA
220667,2206670,Morro do Chapéu do Piauí,PI
314370,3143708,Morro do Pilar,MG
421125,4211256,Morro Grande,SC
431245,4312450,Morro Redondo,RS
431247,4312476,Morro Reuter,RS
210710,2107100,Morros,MA
292180,2921807,Mortugaba,BA
353200,3532009,Morungaba,SP
521390,5213905,Mossâmedes,GO
240800,2408003,Mossoró,RN
431250,4312500,Mostardas,RS
353205,3532058,Motuca,SP
521400,5214002,Mozarlândia,GO
150490,1504901,Muaná,PA
140030,1400308,Mucajaí,RR
230900,2309003,Mucambo,CE
292190,2921906,Mucugê,BA
431260,4312609,Muçum,RS
292200,2922003,Mucuri,BA
320360,3203601,Mucurici,ES
431261,4312617,Muitos Capões,RS
431262,4312625,Muliterno,RS
250980,2509800,Mulungu,PB
230910,2309102,Mulungu,CE
292205,2922052,Mulungu do Morro,BA
292210,2922102,Mundo Novo,BA
500568,5005681,Mundo Novo,MS
521405,5214051,Mundo Novo,GO
314380,3143807,Munhoz,MG
411630,4116307,Munhoz de Melo,PR
292220,2922201,Muniz Ferreira,BA
320370,3203700,Muniz Freire,ES
292225,2922250,Muquém de São Francisco,BA
320380,3203809,Muqui,ES
314390,3143906,Muriaé,MG
280430,2804300,Muribeca,SE
270550,2705507,Murici,AL
220669,2206696,Murici dos Portelas,PI
171395,1713957,Muricilândia,TO
292230,2922300,Muritiba,BA
353210,3532108,Murutinga do Sul,SP
292240,2922409,Mutuípe,BA
314400,3144003,Mutum,MG
521410,5214101,Mutunópolis,GO
314410,3144102,Muzambinho,MG
314420,3144201,Nacip Raydan,MG
353215,3532157,Nantes,SP
314430,3144300,Nanuque,MG
431265,4312658,Não-Me-Toque,RS
314435,3144359,Naque,MG
353220,3532207,Narandiba,SP
240810,2408102,Natal,RN
314437,3144375,Natalândia,MG
314440,3144409,Natércia,MG
171420,1714203,Natividade,TO
330310,3303104,Natividade,RJ
353230,3532306,Natividade da Serra,SP
250990,2509909,Natuba,PB
421130,4211306,Navegantes,SC
500570,5005707,Naviraí,MS
292250,2922508,Nazaré,BA
171430,1714302,Nazaré,TO
260950,2609501,Nazaré da Mata,PE
220670,2206704,Nazaré do Piauí,PI
353240,3532405,Nazaré Paulista,SP
314450,3144508,Nazareno,MG
251000,2510006,Nazarezinho,PB
220672,2206720,Nazária,PI
521440,5214408,Nazário,GO
280440,2804409,Neópolis,SE
314460,3144607,Nepomuceno,MG
521450,5214507,Nerópolis,GO
353250,3532504,Neves Paulista,SP
130300,1303007,Nhamundá,AM
353260,3532603,Nhandeara,SP
431267,4312674,Nicolau Vergueiro,RS
292260,2922607,Nilo Peçanha,BA
330320,3303203,Nilópolis,RJ
210720,2107209,Nina Rodrigues,MA
314465,3144656,Ninheira,MG
500580,5005806,Nioaque,MS
353270,3532702,Nipoã,SP
521460,5214606,Niquelândia,GO
240820,2408201,Nísia Floresta,RN
330330,3303302,Niterói,RJ
510590,5105903,Nobres,MT
431270,4312708,Nonoai,RS
292265,2922656,Nordestina,BA
140040,1400407,Normandia,RR
510600,5106000,Nortelândia,MT
280445,2804458,Nossa Senhora Aparecida,SE
280450,2804508,Nossa Senhora da Glória,SE
280460,2804607,Nossa Senhora das Dores,SE
411640,4116406,Nossa Senhora das Graças,PR
280470,2804706,Nossa Senhora de Lourdes,SE
220675,2206753,Nossa Senhora de Nazaré,PI
510610,5106109,Nossa Senhora do Livramento,MT
280480,2804805,Nossa Senhora do Socorro,SE
220680,2206803,Nossa Senhora dos Remédios,PI
353280,3532801,Nova Aliança,SP
411650,4116505,Nova Aliança do Ivaí,PR
431275,4312757,Nova Alvorada,RS
500600,5006002,Nova Alvorada do Sul,MS
521470,5214705,Nova América,GO
411660,4116604,Nova América da Colina,PR
500620,5006200,Nova Andradina,MS
431280,4312807,Nova Araçá,RS
411670,4116703,Nova Aurora,PR
521480,5214804,Nova Aurora,GO
510615,5106158,Nova Bandeirantes,MT
431290,4312906,Nova Bassano,RS
314467,3144672,Nova Belém,MG
431295,4312955,Nova Boa Vista,RS
510620,5106208,Nova Brasilândia,MT
110014,1100148,Nova Brasilândia D'Oeste,RO
431300,4313003,Nova Bréscia,RS
353282,3532827,Nova Campina,SP
292270,2922706,Nova Canaã,BA
510621,5106216,Nova Canaã do Norte,MT
353284,3532843,Nova Canaã Paulista,SP
431301,4313011,Nova Candelária,RS
411680,4116802,Nova Cantu,PR
353286,3532868,Nova Castilho,SP
210725,2107258,Nova Colinas,MA
521483,5214838,Nova Crixás,GO
240830,2408300,Nova Cruz,RN
314470,3144706,Nova Era,MG
421140,4211405,Nova Erechim,SC
411690,4116901,Nova Esperança,PR
150495,1504950,Nova Esperança do Piriá,PA
411695,4116950,Nova Esperança do Sudoeste,PR
431303,4313037,Nova Esperança do Sul,RS
353290,3532900,Nova Europa,SP
411700,4117008,Nova Fátima,PR
292273,2922730,Nova Fátima,BA
251010,2510105,Nova Floresta,PB
330340,3303401,Nova Friburgo,RJ
521486,5214861,Nova Glória,GO
353300,3533007,Nova Granada,SP
510880,5108808,Nova Guarita,MT
353310,3533106,Nova Guataporanga,SP
431306,4313060,Nova Hartz,RS
292275,2922755,Nova Ibiá,BA
330350,3303500,Nova Iguaçu,RJ
521487,5214879,Nova Iguaçu de Goiás,GO
353320,3533205,Nova Independência,SP
210730,2107308,Nova Iorque,MA
150497,1504976,Nova Ipixuna,PA
421145,4211454,Nova Itaberaba,SC
292280,2922805,Nova Itarana,BA
510618,5106182,Nova Lacerda,MT
411705,4117057,Nova Laranjeiras,PR
314480,3144805,Nova Lima,MG
411710,4117107,Nova Londrina,PR
353330,3533304,Nova Luzitânia,SP
110033,1100338,Nova Mamoré,RO
510885,5108857,Nova Marilândia,MT
510890,5108907,Nova Maringá,MT
314490,3144904,Nova Módica,MG
510895,5108956,Nova Monte Verde,MT
510622,5106224,Nova Mutum,MT
510617,5106174,Nova Nazaré,MT
353340,3533403,Nova Odessa,SP
411720,4117206,Nova Olímpia,PR
510623,5106232,Nova Olímpia,MT
171488,1714880,Nova Olinda,TO
230920,2309201,Nova Olinda,CE
251020,2510204,Nova Olinda,PB
210735,2107357,Nova Olinda do Maranhão,MA
130310,1303106,Nova Olinda do Norte,AM
431308,4313086,Nova Pádua,RS
431310,4313102,Nova Palma,RS
251030,2510303,Nova Palmeira,PB
431320,4313201,Nova Petrópolis,RS
314500,3145000,Nova Ponte,MG
314505,3145059,Nova Porteirinha,MG
431330,4313300,Nova Prata,RS
411725,4117255,Nova Prata do Iguaçu,PR
431333,4313334,Nova Ramada,RS
292285,2922854,Nova Redenção,BA
314510,3145109,Nova Resende,MG
521490,5214903,Nova Roma,GO
431335,4313359,Nova Roma do Sul,RS
171500,1715002,Nova Rosalândia,TO
230930,2309300,Nova Russas,CE
411721,4117214,Nova Santa Bárbara,PR
510619,5106190,Nova Santa Helena,MT
431337,4313375,Nova Santa Rita,RS
220795,2207959,Nova Santa Rita,PI
411722,4117222,Nova Santa Rosa,PR
314520,3145208,Nova Serrana,MG
292290,2922904,Nova Soure,BA
411727,4117271,Nova Tebas,PR
150500,1505007,Nova Timboteua,PA
421150,4211504,Nova Trento,SC
510624,5106240,Nova Ubiratã,MT
313660,3136603,Nova União,MG
110143,1101435,Nova União,RO
320390,3203908,Nova Venécia,ES
421160,4211603,Nova Veneza,SC
521500,5215009,Nova Veneza,GO
292300,2923001,Nova Viçosa,BA
510625,5106257,Nova Xavantina,MT
353325,3533254,Novais,SP
171510,1715101,Novo Acordo,TO
130320,1303205,Novo Airão,AM
171515,1715150,Novo Alegre,TO
130330,1303304,Novo Aripuanã,AM
431349,4313490,Novo Barreiro,RS
521520,5215207,Novo Brasil,GO
431339,4313391,Novo Cabrais,RS
314530,3145307,Novo Cruzeiro,MG
521523,5215231,Novo Gama,GO
431340,4313409,Novo Hamburgo,RS
421165,4211652,Novo Horizonte,SC
353350,3533502,Novo Horizonte,SP
292303,2923035,Novo Horizonte,BA
510627,5106273,Novo Horizonte do Norte,MT
110050,1100502,Novo Horizonte do Oeste,RO
500625,5006259,Novo Horizonte do Sul,MS
411729,4117297,Novo Itacolomi,PR
171525,1715259,Novo Jardim,TO
270560,2705606,Novo Lino,AL
431342,4313425,Novo Machado,RS
510626,5106265,Novo Mundo,MT
230940,2309409,Novo Oriente,CE
314535,3145356,Novo Oriente de Minas,MG
220690,2206902,Novo Oriente do Piauí,PI
521525,5215256,Novo Planalto,GO
150503,1505031,Novo Progresso,PA
150506,1505064,Novo Repartimento,PA
220695,2206951,Novo Santo Antônio,PI
510631,5106315,Novo Santo Antônio,MT
510628,5106281,Novo São Joaquim,MT
431344,4313441,Novo Tiradentes,RS
292305,2923050,Novo Triunfo,BA
431346,4313466,Novo Xingu,RS
314537,3145372,Novorizonte,MG
353360,3533601,Nuporanga,SP
150510,1505106,Óbidos,PA
230945,2309458,Ocara,CE
353370,3533700,Ocauçu,SP
220700,2207009,Oeiras,PI
150520,1505205,Oeiras do Pará,PA
160050,1600501,Oiapoque,AP
314540,3145406,Olaria,MG
353380,3533809,Óleo,SP
251040,2510402,Olho d'Água,PB
210740,2107407,Olho d'Água das Cunhãs,MA
270570,2705705,Olho d'Água das Flores,AL
270580,2705804,Olho d'Água do Casado,AL
220710,2207108,Olho D'Água do Piauí,PI
270590,2705903,Olho d'Água Grande,AL
240840,2408409,Olho-d'Água do Borges,RN
314545,3145455,Olhos d'Água,MG
353390,3533908,Olímpia,SP
314550,3145505,Olímpio Noronha,MG
260960,2609600,Olinda,PE
210745,2107456,Olinda Nova do Maranhão,MA
292310,2923100,Olindina,BA
251050,2510501,Olivedos,PB
314560,3145604,Oliveira,MG
171550,1715507,Oliveira de Fátima,TO
292320,2923209,Oliveira dos Brejinhos,BA
314570,3145703,Oliveira Fortes,MG
270600,2706000,Olivença,AL
314580,3145802,Onça de Pitangui,MG
353400,3534005,Onda Verde,SP
314585,3145851,Oratórios,MG
353410,3534104,Oriente,SP
353420,3534203,Orindiúva,SP
150530,1505304,Oriximiná,PA
314587,3145877,Orizânia,MG
521530,5215306,Orizona,GO
353430,3534302,Orlândia,SP
421170,4211702,Orleans,SC
260970,2609709,Orobó,PE
260980,2609808,Orocó,PE
230950,2309508,Orós,CE
411730,4117305,Ortigueira,PR
353440,3534401,Osasco,SP
353450,3534500,Oscar Bressane,SP
431350,4313508,Osório,RS
353460,3534609,Osvaldo Cruz,SP
421175,4211751,Otacílio Costa,SC
150540,1505403,Ourém,PA
292330,2923308,Ouriçangas,BA
260990,2609907,Ouricuri,PE
150543,1505437,Ourilândia do Norte,PA
353470,3534708,Ourinhos,SP
411740,4117404,Ourizona,PR
421180,4211801,Ouro,SC
314590,3145901,Ouro Branco,MG
240850,2408508,Ouro Branco,RN
270610,2706109,Ouro Branco,AL
314600,3146008,Ouro Fino,MG
314610,3146107,Ouro Preto,MG
110015,1100155,Ouro Preto do Oeste,RO
251060,2510600,Ouro Velho,PB
421185,4211850,Ouro Verde,SC
353480,3534807,Ouro Verde,SP
521540,5215405,Ouro Verde de Goiás,GO
314620,3146206,Ouro Verde de Minas,MG
411745,4117453,Ouro Verde do Oeste,PR
353475,3534757,Ouroeste,SP
292335,2923357,Ourolândia,BA
521550,5215504,Ouvidor,GO
353490,3534906,Pacaembu,SP
150548,1505486,Pacajá,PA
230960,2309607,Pacajus,CE
140045,1400456,Pacaraima,RR
230970,2309706,Pacatuba,CE
280490,2804904,Pacatuba,SE
210750,2107506,Paço do Lumiar,MA
230980,2309805,Pacoti,CE
230990,2309904,Pacujá,CE
521560,5215603,Padre Bernardo,GO
314625,3146255,Padre Carvalho,MG
220720,2207207,Padre Marcos,PI
314630,3146305,Padre Paraíso,MG
220730,2207306,Paes Landim,PI
314655,3146552,Pai Pedro,MG
421187,4211876,Paial,SC
411750,4117503,Paiçandu,PR
431360,4313607,Paim Filho,RS
314640,3146404,Paineiras,MG
421189,4211892,Painel,SC
314650,3146503,Pains,MG
